DEPT,ECGR,ATRX,ATRT,NPHI,CAL1,HDAR,HROM,DTSM,DTCO
3958.5,-999.25,-999.25,-999.25,-999.25,5.0776,-999.25,-999.25,-999.25,-999.25
3959,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3959.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3960,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3960.5,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3961,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3961.5,-999.25,0.81,0.7202,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3962,-999.25,0.8,0.74,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3962.5,-999.25,0.89,0.78,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3963,-999.25,0.8205,0.7307,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3963.5,-999.25,0.81,0.7303,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3964,-999.25,0.8002,0.7098,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3964.5,-999.25,0.8605,0.7205,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3965,-999.25,0.732,0.6319,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3965.5,-999.25,0.6805,0.6595,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3966,-999.25,0.6798,0.6698,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3966.5,-999.25,0.69,0.6698,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3967,-999.25,0.71,0.69,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3967.5,-999.25,0.7398,0.73,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3968,-999.25,0.8095,0.7898,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3968.5,-999.25,0.8496,0.8198,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3969,-999.25,0.8298,0.8497,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3969.5,-999.25,0.7503,0.7403,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3970,-999.25,0.7597,0.7398,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3970.5,-999.25,0.8591,0.8685,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3971,-999.25,0.7396,0.7197,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3971.5,-999.25,0.68,0.67,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3972,-999.25,0.69,0.6701,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3972.5,-999.25,0.789,0.779,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3973,-999.25,0.7594,0.7004,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3973.5,-999.25,0.7418,0.7316,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3974,-999.25,0.76,0.74,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3974.5,-999.25,0.7202,0.7095,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3975,-999.25,0.7102,0.6806,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3975.5,-999.25,0.7208,0.7007,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3976,-999.25,0.7701,0.74,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3976.5,-999.25,0.8695,0.8394,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3977,-999.25,0.8608,0.8005,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3977.5,-999.25,0.7106,0.6812,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3978,-999.25,0.7702,0.76,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3978.5,-999.25,0.6703,0.6405,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3979,-999.25,0.7,0.6701,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3979.5,-999.25,0.7,0.68,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3980,-999.25,0.6893,0.66,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3980.5,-999.25,0.7096,0.6996,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3981,-999.25,0.69,0.6899,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3981.5,-999.25,0.6998,0.6895,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3982,-999.25,0.6803,0.6794,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3982.5,-999.25,0.7303,0.7008,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3983,-999.25,0.6901,0.6799,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3983.5,-999.25,0.8392,0.8488,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3984,-999.25,0.7503,0.7103,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3984.5,-999.25,0.6903,0.69,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3985,-999.25,0.6802,0.67,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3985.5,-999.25,0.73,0.72,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3986,-999.25,0.75,0.72,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3986.5,-999.25,0.76,0.7498,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3987,-999.25,0.7702,0.7502,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3987.5,-999.25,0.78,0.76,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3988,-999.25,0.7999,0.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3988.5,-999.25,0.79,0.78,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3989,-999.25,0.7603,0.7212,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3989.5,-999.25,1.0137,0.9828,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3990,-999.25,0.72,0.6805,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3990.5,-999.25,0.72,0.7199,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3991,-999.25,0.7401,0.7201,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3991.5,-999.25,0.7595,0.7303,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3992,-999.25,0.79,0.7506,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3992.5,-999.25,0.8901,0.86,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3993,-999.25,0.83,0.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3993.5,-999.25,0.7607,0.7498,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3994,-999.25,0.7195,0.69,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3994.5,-999.25,0.2846,0.6999,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3995,-999.25,0.7001,0.6802,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3995.5,-999.25,0.74,0.7201,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3996,-999.25,0.75,0.7203,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3996.5,-999.25,0.7894,0.7888,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3997,-999.25,0.7998,0.7406,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3997.5,-999.25,0.78,0.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3998,-999.25,0.8194,0.7894,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3998.5,-999.25,0.8298,0.8002,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3999,-999.25,0.7804,0.7798,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
3999.5,-999.25,0.9305,0.9403,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4000,-999.25,0.77,0.7599,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4000.5,-999.25,0.7995,0.7602,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4001,-999.25,0.75,0.73,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4001.5,-999.25,0.7703,0.76,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4002,-999.25,0.82,0.81,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4002.5,-999.25,0.8597,0.8102,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4003,-999.25,0.8402,0.8202,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4003.5,-999.25,0.8692,0.8495,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4004,-999.25,0.83,0.8002,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4004.5,-999.25,0.82,0.79,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4005,-999.25,0.8102,0.7798,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4005.5,-999.25,0.8102,0.79,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4006,-999.25,0.8,0.7895,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4006.5,-999.25,0.82,0.7898,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4007,-999.25,0.8099,0.7798,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4007.5,-999.25,0.8097,0.7699,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4008,-999.25,0.85,0.8006,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4008.5,-999.25,0.8198,0.7898,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4009,-999.25,0.7499,0.7099,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4009.5,-999.25,0.7699,0.7498,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4010,-999.25,0.8684,0.8291,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4010.5,-999.25,1.1432,1.1714,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4011,-999.25,0.7604,0.7404,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4011.5,-999.25,0.79,0.76,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4012,-999.25,0.7606,0.7305,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4012.5,-999.25,0.7695,0.7497,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4013,-999.25,0.7697,0.73,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4013.5,-999.25,0.7201,0.7101,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4014,-999.25,0.7796,0.7594,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4014.5,-999.25,0.9111,0.8117,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4015,-999.25,0.7408,0.7397,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4015.5,-999.25,0.7386,0.7188,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4016,-999.25,0.6995,0.6402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4016.5,-999.25,0.68,0.67,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4017,-999.25,0.6698,0.6396,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4017.5,-999.25,0.6702,0.6698,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4018,-999.25,0.71,0.6805,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4018.5,-999.25,0.6999,0.6701,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4019,-999.25,0.6901,0.6701,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4019.5,-999.25,0.6602,0.6597,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4020,-999.25,0.6703,0.6606,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4020.5,-999.25,0.6801,0.6799,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4021,-999.25,0.6801,0.6701,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4021.5,-999.25,0.6698,0.6698,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4022,-999.25,0.7097,0.6702,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4022.5,-999.25,0.6896,0.66,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4023,-999.25,0.7,0.6801,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4023.5,-999.25,0.69,0.7,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4024,-999.25,0.7198,0.6798,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4024.5,-999.25,0.7403,0.7095,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4025,-999.25,1.0455,1.0052,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4025.5,-999.25,0.7398,0.7002,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4026,-999.25,0.7199,0.7297,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4026.5,-999.25,0.7497,0.7395,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4027,-999.25,0.7603,0.73,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4027.5,-999.25,0.74,0.73,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4028,-999.25,0.7499,0.73,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4028.5,-999.25,0.7401,0.7298,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4029,-999.25,0.7498,0.7389,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4029.5,-999.25,0.7398,0.7202,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4030,-999.25,0.73,0.73,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4030.5,-999.25,0.8497,0.8098,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4031,-999.25,0.74,0.75,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4031.5,-999.25,0.75,0.7203,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4032,-999.25,0.7603,0.7792,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4032.5,-999.25,0.7699,0.7698,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4033,-999.25,0.7202,0.7201,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4033.5,-999.25,0.73,0.7205,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4034,-999.25,0.7397,0.7597,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4034.5,-999.25,0.77,0.7696,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4035,-999.25,0.76,0.75,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4035.5,-999.25,0.73,0.7101,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4036,-999.25,0.7398,0.7394,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4036.5,-999.25,0.75,0.7402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4037,-999.25,0.7501,0.7501,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4037.5,-999.25,0.7301,0.7301,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4038,-999.25,0.7401,0.7501,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4038.5,-999.25,0.77,0.7503,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4039,-999.25,0.7502,0.7502,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4039.5,-999.25,0.7301,0.7299,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4040,-999.25,0.7698,0.74,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4040.5,-999.25,0.7602,0.7702,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4041,-999.25,0.7598,0.7398,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4041.5,-999.25,0.7496,0.7304,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4042,-999.25,0.76,0.74,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4042.5,-999.25,0.7402,0.7497,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4043,-999.25,0.8095,0.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4043.5,-999.25,0.8775,0.8961,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4044,-999.25,0.75,0.7304,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4044.5,-999.25,0.76,0.7402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4045,-999.25,0.7599,0.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4045.5,-999.25,0.7503,0.7308,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4046,-999.25,0.7398,0.7202,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4046.5,-999.25,0.7505,0.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4047,-999.25,0.8698,0.8797,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4047.5,-999.25,0.7808,0.7908,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4048,-999.25,0.7998,0.8193,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4048.5,-999.25,0.7898,0.7898,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4049,-999.25,0.7799,0.7799,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4049.5,-999.25,0.7603,0.7603,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4050,-999.25,0.75,0.7398,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4050.5,-999.25,0.7503,0.7497,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4051,-999.25,0.78,0.76,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4051.5,-999.25,0.7699,0.7402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4052,-999.25,0.75,0.76,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4052.5,-999.25,0.74,0.7303,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4053,-999.25,0.73,0.73,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4053.5,-999.25,0.75,0.75,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4054,-999.25,0.78,0.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4054.5,-999.25,0.7503,0.7402,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4055,-999.25,0.7397,0.7203,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4055.5,-999.25,0.72,0.7303,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4056,-999.25,0.7402,0.7202,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4056.5,-999.25,0.7798,0.7699,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4057,-999.25,0.7803,0.7701,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4057.5,-999.25,0.7506,0.7491,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4058,-999.25,0.7603,0.7603,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4058.5,-999.25,0.9597,1.0595,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4059,-999.25,0.8102,0.8007,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4059.5,-999.25,0.7804,0.7995,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4060,-999.25,0.7804,0.79,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4060.5,-999.25,0.79,0.7896,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4061,-999.25,0.7901,0.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4061.5,-999.25,0.7998,0.77,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4062,-999.25,0.79,0.8097,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4062.5,-999.25,0.8086,0.7705,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4063,-999.25,0.7901,0.7699,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4063.5,-999.25,0.7999,0.76,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4064,-999.25,0.7999,0.7996,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4064.5,-999.25,0.7997,0.7705,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4065,-999.25,0.8109,0.8302,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4065.5,-999.25,0.9,0.89,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4066,-999.25,0.9299,0.8902,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4066.5,-999.25,1.0488,1.1278,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4067,-999.25,0.8395,0.8493,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4067.5,-999.25,0.8101,0.8002,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4068,-999.25,0.7903,0.8301,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4068.5,-999.25,1.4644,1.6021,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4069,-999.25,0.9033,0.9709,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4069.5,-999.25,0.8597,0.87,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4070,-999.25,0.8703,0.8501,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4070.5,-999.25,0.9099,0.8401,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4071,-999.25,0.8898,0.8795,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4071.5,-999.25,0.8905,0.85,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4072,-999.25,0.9298,0.8898,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4072.5,-999.25,0.93,0.9499,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4073,-999.25,0.93,0.95,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4073.5,-999.25,1.0886,1.0786,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4074,-999.25,1.07,0.9816,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4074.5,-999.25,0.9898,0.9904,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4075,-999.25,0.9302,0.9498,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4075.5,-999.25,0.9601,0.9998,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4076,-999.25,0.9619,0.9503,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4076.5,-999.25,0.9597,0.9724,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4077,-999.25,1.1711,1.2305,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4077.5,-999.25,1.2798,1.2497,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4078,-999.25,1.009,0.901,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4078.5,-999.25,0.9205,0.9293,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4079,-999.25,0.9096,0.8984,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4079.5,-999.25,1.0106,1.0003,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4080,-999.25,0.8,0.78,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4080.5,-999.25,0.8098,0.8,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4081,-999.25,0.8394,0.8003,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4081.5,-999.25,0.9699,0.92,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4082,-999.25,0.8101,0.81,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4082.5,-999.25,0.8101,0.83,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4083,-999.25,0.85,0.83,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4083.5,-999.25,0.8296,0.83,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4084,-999.25,0.8303,0.8693,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4084.5,-999.25,0.86,0.86,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4085,-999.25,0.8402,0.8303,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4085.5,-999.25,0.8402,0.8398,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4086,-999.25,0.8402,0.7908,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4086.5,-999.25,0.8802,0.8502,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4087,-999.25,0.8404,0.89,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4087.5,-999.25,0.8204,0.8697,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4088,-999.25,0.85,0.8103,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4088.5,-999.25,0.871,0.7919,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4089,-999.25,0.8795,0.8693,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4089.5,-999.25,0.8301,0.8798,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4090,-999.25,0.8595,0.8202,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4090.5,-999.25,0.8691,0.8496,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4091,-999.25,0.8996,0.89,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4091.5,-999.25,0.87,0.85,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4092,-999.25,0.8598,0.8103,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4092.5,-999.25,0.8502,0.831,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4093,-999.25,0.9003,0.88,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4093.5,-999.25,0.8301,0.82,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4094,-999.25,0.85,0.8698,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4094.5,-999.25,0.8897,0.8099,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4095,-999.25,0.8595,0.8692,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4095.5,-999.25,0.85,0.8205,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4096,-999.25,0.87,0.83,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4096.5,-999.25,0.8902,0.87,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4097,-999.25,0.88,0.831,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4097.5,-999.25,0.8702,0.86,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4098,-999.25,0.8793,0.8507,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4098.5,-999.25,0.8699,0.86,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4099,-999.25,0.86,0.8699,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4099.5,-999.25,0.89,0.8885,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4100,-999.25,0.8506,0.8606,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4100.5,-999.25,0.88,0.8601,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4101,-999.25,0.8898,0.83,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
4101.5,-999.25,0.8798,0.8398,-999.25,-999.25,-999.25,-999.25,-999.25,-999.25
